회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명, PO금액,PO번호,PR번호,PR금액,부서,전체 세대수,동별 기본 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-204 수장공사,2714375,4508546889-10,91987520-30,2808000,업무지원팀,,1111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 씽크대 교체,원외(사택/기숙사),사택 6동,사택 6-103 씽크대 교체(저층),2763825,4508521501-10,91941009-20,2809000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 6동,사택 6-103 붙박이장 교체(저층),2280075,4508521500-10,91941009-10,2324000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 9동,사택 9-302 붙박이장 교체(고층장비),2898200,4508546894-10,91987520-80,3018000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 9동,사택 9-402 붙박이장 교체(고층장비),2898200,4508546892-10,91987520-60,3018000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-402 내부 창호교체(고층장비),7448675,4508547222-10,91989342-30,7675000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-302 내부 창호교체(고층장비),7448675,4508547221-10,91989342-20,7675000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-509 내부 창호교체(고층장비),7201425,4508547220-10,91989342-10,7423000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 102-402 화장실 UBR 욕조 누수보수,570825,4508547223-10,91989342-40,593000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 204-3호외 8세대 도배보수,4106500,4508580769-10,92040339-10,4249000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 223호 도배보수외 1건,911600,4508580770-10,92040339-20,945000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 204호 소음개선작업(벽전체도배),1893075,4508580772-10,92040339-40,1952000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6-406 누수 천장판 보수,684775,4508580776-10,92040339-80,710000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6-406 천장속 누수 배관 보수,560075,4508577007-10,92040339-90,581000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9-302 바닥 매립배관 보수,765400,4508577008-10,92040339-100,791000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 102-403 화장실 UBR 욕조 누수보수,570825,4508580777-10,92040339-110,593000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 104동,사택 104-403 화장실 UBR 욕조 누수보수,570825,4508580778-10,92040339-120,593000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 103동,사택 103-204 베란다 누수보수,983625,4508580779-10,92040339-130,1019000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 103동,사택 103-306 베란다 누수보수,983625,4508580780-10,92040339-140,1019000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 1동,사택 1-102 수장공사,1961875,4508580781-10,92040339-150,2020000,업무지원팀,,1111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 1동,사택 1-403 수장공사,3320675,4508580782-10,92040339-160,3425000,업무지원팀,,1111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-107 수장공사,2202675,4508580789-10,92043273-10,2273000,업무지원팀,,1111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 103동,사택 103-204 수장공사,3780775,4508580796-10,92043273-80,3895000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 103동,사택 103-306 수장공사,4019425,4508580797-10,92043273-90,4149000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 B동 802-4호 도배 및 도장보수,594475,4508578014-10,92052745-10,615000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-108 수장공사,3807650,4508578017-10,92052745-40,3926000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-108 내부 창호교체(저층),6775725,4508585447-10,92056445-20,6924000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 도면실 조성작업,2208050,4508589590-10,92062962-10,2245000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 세대내 매립배관 점검,원외(사택/기숙사),기타,사택 5-106외 2세대 세대내 매립배관 점검,393450,4508589908-10,92062962-20,409000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 세대내 매립배관 점검,원외(사택/기숙사),기타,사택 6-302외 2세대 세대내 매립배관 점검,393450,4508590699-10,92062962-30,409000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9-102 누수 난방분배기 교체,531050,4508589910-10,92062962-50,549000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,[303호로 변경]기숙사 3동 112호 소음개선작업(벽전체도배),1893075,4508580771-10,92040339-30,1952000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 씽크대 교체,원외(사택/기숙사),사택 6동,사택 6-301 씽크대 교체(고층장비),3129325,4508580773-10,92040339-50,3188000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 6동,사택 6-301 붙박이장 교체(고층),2054325,4508580774-10,92040339-60,2090000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 붙박이장 교체,원외(사택/기숙사),사택 9동,사택 9-105 붙박이장 교체(저층),2472500,4508580775-10,92040339-70,2519000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-106 수장공사,2862725,4508580790-10,92043273-20,2951000,업무지원팀,,1111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-403 수장공사,2763825,4508580791-10,92043273-30,2857000,업무지원팀,,1111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-301 수장공사,3958150,4508580792-10,92043273-40,4080000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-302 수장공사,1330850,4508580793-10,92043273-50,1373000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-302 수장공사,3291650,4508580794-10,92043273-60,3392000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-105 수장공사,3820550,4508580795-10,92043273-70,3935000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 5동,사택 5-106 내부 창호교체(저층),6238225,4508580786-10,92040989-10,6377000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 5동,사택 5-403 내부 창호교체(고층),6238225,4508580787-10,92040989-20,6820000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 6동,사택 6-301 내부 창호교체(고층),6702625,4508580788-10,92040989-30,7293000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 6동,사택 6-302 내부 창호교체(고층장비),7354075,4508580783-10,92040813-10,7528000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-302 내부 창호교체(고층장비),7427175,4508580784-10,92040813-20,7602000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 9동,사택 9-105 내부 창호교체(저층),7022975,4508580785-10,92040813-30,7177000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-102 수장공사,3064825,4508578015-10,92052745-20,3156000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-404 수장공사,3228225,4508578016-10,92052745-30,3325000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-403 수장공사,2678900,4508584318-10,92052745-50,2763000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 5동,사택 5-102 내부 창호교체(저층),6238225,4508584319-10,92052745-60,6377000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 5동,사택 5-404 내부 창호교체(고층장비),6888600,4508585446-10,92056445-10,7055000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-403 내부 창호교체(고층),6775725,4508585448-10,92056445-30,6924000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8-406 화장실 천장속 누수배관 보수,581575,4508589909-10,92062962-40,603000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 201-3호외 3건 도배보수,1962950,4508597241-10,92075359-10,2032000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-308 수장공사,1049200,4508597242-10,92075359-20,1081000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-208 수장공사,2724050,4508597243-10,92075359-30,2807000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 5동,사택 5동 지하 1층 누수 오수배관 교체,713800,4508597245-10,92075359-50,738000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9-505 베란다 도장보수,665425,4508600038-10,92086155-10,689000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 104동,사택 104-401 화장실 UBR 욕조 누수보수,570825,4508600039-10,92086155-20,593000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,05월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이강일(자동차전지),1642600,4508610072-10,92106792-10,1699000,자동차전지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9-506 지붕 환기구 누수보수,1491025,4508590156-10,92062962-60,1549000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-504 수장공사,4171000,4508597244-10,92075359-40,4298000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 203-6호외 3세대 도배보수,1583475,4508617551-10,92119490-10,1640000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-103 수장공사,2161825,4508617552-10,92119490-20,2233000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 6동,사택 6-301 외부창호 바닥 보강보수,665425,4508617553-10,92119490-30,689000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-404 수장공사,2764900,4508617554-10,92119490-40,2858000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-404 내부 창호교체(고층),6775725,4508617555-10,92119490-50,6924000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-504 내부 창호교체(고층장비),7427175,4508617556-10,92119490-60,7602000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 3동,기숙사 3동 316호 오배수배관 누수보수,397750,4508621549-10,92129372-10,498000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 104동,사택 104-402 화장실 UBR 욕조 누수보수,570825,4508621541-10,92129372-20,593000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 현관 강화문 보수작업,2432725,4508621542-10,92129372-30,2500000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 3동,기숙사 3동 316호 누수 천장교체,1177125,4508621543-10,92129439-10,1220000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 2동,사택 2동 5-6라인 현관바닥 교체작업,2396175,4508621544-10,92129439-20,2297000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 103동,사택 103-205 베란다 누수보수,983625,4508621545-10,92129439-30,1019000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 103동,사택 103-205 수장공사,2028525,4508621546-10,92129439-40,2099000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 8동,사택 8동 옥상 벤츄레터 2대 교체 및 옥상점검,1764075,4508621547-10,92129439-50,1827000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 102동,사택 102-403 화장실 UBR욕조 교체 및 타일보수,792275,4508621548-10,92129447-10,817000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-406 내부 창호교체(고층),6775725,4508633509-10,92153346-10,6924000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-406 수장공사,1772675,4508633510-10,92153346-20,1829000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-508 내부 창호교체(고층장비),7427175,4508633511-10,92153346-30,7602000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-508 수장공사,2822950,4508633512-10,92153346-40,2914000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 103동,사택 103-106 베란다 누수보수,983625,4508633513-10,92153346-50,1019000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 103동,사택 103-106 수장공사,3944175,4508633514-10,92153346-60,4065000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,06월30일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 정진(촉매개발),1158850,4508621153-10,92129005-10,1189000,촉매개발,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 113호 도배보수,455800,4508641259-10,92165657-10,473000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 218호 소음개선작업(벽 전체도배),1893075,4508641260-10,92165657-20,1952000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기숙사 3동 소음개선,원외(사택/기숙사),기숙사 3동,기숙사 3동 318호 소음개선작업(벽도배 및 롤스크린),1994125,4508641261-10,92165657-30,2054000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,기숙사 3동 및 사택 104동 비상발전기 보수,4874050,4508641411-10,92165657-40,5016000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3동 전면 지붕 우수홈통 관로 청소,1675925,4508641262-10,92165657-50,1749000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사 A동 701-4호외 1세대 도배보수,1145950,4508641263-10,92165657-60,1186000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 2동,사택 2-402 지붕 우수관로 부분보수,1340525,4508641264-10,92165657-70,1390000,업무지원팀,,2222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-203 수장공사,1148100,4508641265-10,92165657-80,1189000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 지붕 고장 벤츄레터 교체,2525175,4508641266-10,92165657-90,2613000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 9동,사택 9-506 세대내 천장속 배기닥트 부분교체,2060775,4508641267-10,92165657-100,2145000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6동 3-4라인 오배수관 보수 및 매립배관 점검,2202675,4508656049-10,92191735-10,2280000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 8동,사택 8-208 내부 창호교체(고층장비),7427175,4508655851-10,92191735-20,7615000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 세대내 창호교체,원외(사택/기숙사),사택 6동,사택 6-205 내부 창호교체(고층),6702625,4508655852-10,92191735-30,6854000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20년,07월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-208 수장공사,2598275,4508655853-10,92191735-40,2903000,업무지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
